links,assigned,demilestoned,reopened,referenced,subscribed,mentioned,marked_as_duplicate,cross-referenced,connected,pinned,committed,review_requested,review_dismissed
https://api.github.com/repos/Azure/azure-functions-host/issues/93,0,0,0,1,4,4,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/100,1,4,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/118,1,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/121,0,0,0,0,4,4,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/124,1,3,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/129,1,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/135,0,0,1,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/144,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/152,0,0,1,0,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/155,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/156,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/185,1,1,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/195,1,0,1,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/203,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/212,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/213,2,5,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/224,0,0,0,0,14,14,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/229,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/262,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/264,1,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-functions-host/issues/273,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/6,2,0,0,19,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/17,0,0,0,15,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/28,0,0,0,19,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/71,0,0,0,3,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/77,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/89,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/99,0,0,0,3,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/102,0,0,0,5,4,4,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/110,0,0,0,2,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/114,0,0,0,5,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/123,0,0,0,2,4,4,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/124,0,0,0,4,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/137,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/148,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/159,0,0,0,2,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/168,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/181,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/183,0,0,0,2,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/209,0,0,0,2,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/221,0,0,0,4,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/226,0,0,0,3,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/234,0,0,0,3,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/255,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/268,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/303,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/307,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/339,0,0,0,2,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/352,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/357,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/369,0,0,0,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/376,0,0,0,0,9,9,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/395,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/398,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/405,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/410,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/411,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/416,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/420,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/426,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/445,0,0,0,2,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/448,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/453,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/458,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/475,1,3,0,0,6,6,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/485,0,0,0,1,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/492,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/493,0,0,0,1,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/495,0,0,0,2,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/498,0,0,0,1,10,10,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/524,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/543,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/550,0,0,0,2,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/551,0,0,0,1,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/589,0,0,0,0,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/590,0,0,0,0,6,6,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/591,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/592,0,0,0,0,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/604,0,0,0,1,3,3,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/615,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/616,0,0,0,1,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/620,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/622,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/642,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/645,0,0,0,0,2,2,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/655,0,0,1,0,0,0,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/664,0,0,0,0,6,6,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/667,0,1,0,0,5,5,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/677,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/692,0,0,0,0,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/696,0,0,0,1,1,1,0,0,0,0,0,0,0
https://api.github.com/repos/Azure/azure-powershell/issues/697,0,0,0,1,1,1,0,0,0,0,0,0,0
